"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1992","9","63255","14.23"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1992","9","63000","14.29"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1992","8","52652","15.19"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1992","9","37594","23.94"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1992","73","394148","18.52"
"Both Sexes","All Races","Alaska","Both","10-14 yrs","1981","1998","Suicide","1993","1","50591","1.98"
"Both Sexes","All Races","Alaska","Both","15-19 yrs","1981","1998","Suicide","1993","19","42051","45.18"
"Both Sexes","All Races","Alaska","Both","20-24 yrs","1981","1998","Suicide","1993","12","38478","31.19"
"Both Sexes","All Races","Alaska","Both","25-29 yrs","1981","1998","Suicide","1993","12","46786","25.65"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1993","13","63489","20.48"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1993","12","64165","18.7"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1993","11","55098","19.96"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1993","4","39758","10.06"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1993","84","400416","20.98"
"Both Sexes","All Races","Alaska","Both","10-14 yrs","1981","1998","Suicide","1994","1","51426","1.94"
"Both Sexes","All Races","Alaska","Both","15-19 yrs","1981","1998","Suicide","1994","16","43013","37.2"
"Both Sexes","All Races","Alaska","Both","20-24 yrs","1981","1998","Suicide","1994","18","38131","47.21"
"Both Sexes","All Races","Alaska","Both","25-29 yrs","1981","1998","Suicide","1994","14","43667","32.06"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1994","14","62616","22.36"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1994","10","64005","15.62"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1994","15","56844","26.39"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1994","7","42202","16.59"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1994","95","401904","23.64"
"Both Sexes","All Races","Alaska","Both","10-14 yrs","1981","1998","Suicide","1995","1","51418","1.94"
"Both Sexes","All Races","Alaska","Both","15-19 yrs","1981","1998","Suicide","1995","11","43924","25.04"
"Both Sexes","All Races","Alaska","Both","20-24 yrs","1981","1998","Suicide","1995","13","37829","34.37"
"Both Sexes","All Races","Alaska","Both","25-29 yrs","1981","1998","Suicide","1995","11","41089","26.77"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1995","17","60737","27.99"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1995","12","63249","18.97"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1995","16","58441","27.38"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1995","9","45093","19.96"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1995","90","401780","22.4"
"Both Sexes","All Races","Alaska","Both","10-14 yrs","1981","1998","Suicide","1996","2","52313","3.82"
"Both Sexes","All Races","Alaska","Both","15-19 yrs","1981","1998","Suicide","1996","14","45424","30.82"
"Both Sexes","All Races","Alaska","Both","20-24 yrs","1981","1998","Suicide","1996","17","38156","44.55"
"Both Sexes","All Races","Alaska","Both","25-29 yrs","1981","1998","Suicide","1996","17","39568","42.96"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1996","18","58182","30.94"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1996","10","62519","16"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1996","15","59553","25.19"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1996","7","48340","14.48"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1996","100","404055","24.75"
"Both Sexes","All Races","Alaska","Both","10-14 yrs","1981","1998","Suicide","1997","2","53612","3.73"
"Both Sexes","All Races","Alaska","Both","15-19 yrs","1981","1998","Suicide","1997","12","46982","25.54"
"Both Sexes","All Races","Alaska","Both","20-24 yrs","1981","1998","Suicide","1997","8","38523","20.77"
"Both Sexes","All Races","Alaska","Both","25-29 yrs","1981","1998","Suicide","1997","13","38921","33.4"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1997","20","54705","36.56"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1997","20","60970","32.8"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1997","18","59728","30.14"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1997","10","49167","20.34"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1997","103","402608","25.58"
"Both Sexes","All Races","Alaska","Both","10-14 yrs","1981","1998","Suicide","1998","0","55233","0"
"Both Sexes","All Races","Alaska","Both","15-19 yrs","1981","1998","Suicide","1998","19","48858","38.89"
"Both Sexes","All Races","Alaska","Both","20-24 yrs","1981","1998","Suicide","1998","26","38693","67.2"
"Both Sexes","All Races","Alaska","Both","25-29 yrs","1981","1998","Suicide","1998","13","40090","32.43"
"Both Sexes","All Races","Alaska","Both","30-34 yrs","1981","1998","Suicide","1998","10","51107","19.57"
"Both Sexes","All Races","Alaska","Both","35-39 yrs","1981","1998","Suicide","1998","9","59322","15.17"
"Both Sexes","All Races","Alaska","Both","40-44 yrs","1981","1998","Suicide","1998","9","59419","15.15"
"Both Sexes","All Races","Alaska","Both","45-49 yrs","1981","1998","Suicide","1998","15","50658","29.61"
"Both Sexes","All Races","Alaska","Both","Ages 10 to 49","1981","1998","Suicide","1998","101","403380","25.04"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1981","3","223415","1.34"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1981","27","246362","10.96"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1981","71","273742","25.94"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1981","50","252012","19.84"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1981","50","227618","21.97"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1981","39","170889","22.82"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1981","30","142616","21.04"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1981","34","127543","26.66"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1981","304","1664197","18.27"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1982","2","224714","0.89"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1982","36","242673","14.83"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1982","70","277696","25.21"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1982","63","266302","23.66"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1982","40","232594","17.2"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1982","41","188219","21.78"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1982","38","150428","25.26"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1982","29","130784","22.17"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1982","319","1713410","18.62"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1983","5","225425","2.22"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1983","32","239650","13.35"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1983","58","279735","20.73"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1983","54","279039","19.35"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1983","54","241339","22.38"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1983","52","198442","26.2"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1983","38","160746","23.64"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1983","18","135621","13.27"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1983","311","1759997","17.67"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1984","6","227082","2.64"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1984","28","239556","11.69"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1984","66","282090","23.4"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1984","61","291324","20.94"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1984","48","252205","19.03"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1984","51","212579","23.99"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1984","27","170256","15.86"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1984","29","141834","20.45"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1984","316","1816926","17.39"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1985","2","229781","0.87"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1985","41","244279","16.78"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1985","65","283847","22.9"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1985","66","303632","21.74"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1985","52","265726","19.57"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1985","37","228620","16.18"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1985","50","180443","27.71"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1985","29","148443","19.54"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1985","342","1884771","18.15"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1986","8","228094","3.51"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1986","37","252990","14.63"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1986","71","284861","24.92"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1986","67","316679","21.16"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1986","78","280489","27.81"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1986","67","249804","26.82"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1986","45","189745","23.72"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1986","36","156870","22.95"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1986","409","1959532","20.87"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1987","6","235481","2.55"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1987","52","260101","19.99"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1987","66","285285","23.13"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1987","71","323439","21.95"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1987","77","295920","26.02"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1987","61","257485","23.69"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1987","50","210660","23.73"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1987","37","166832","22.18"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1987","420","2035203","20.64"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1988","6","241020","2.49"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1988","49","263814","18.57"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1988","81","283989","28.52"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1988","64","325201","19.68"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1988","90","307342","29.28"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1988","62","267458","23.18"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1988","47","222625","21.11"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1988","29","178383","16.26"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1988","428","2089832","20.48"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1989","3","251558","1.19"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1989","49","264550","18.52"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1989","61","281893","21.64"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1989","67","323274","20.73"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1989","72","313858","22.94"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1989","65","275944","23.56"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1989","69","235690","29.28"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1989","33","186400","17.7"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1989","419","2133167","19.64"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1990","4","264220","1.51"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1990","43","261835","16.42"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1990","72","279594","25.75"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1990","80","314966","25.4"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1990","75","315218","23.79"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1990","70","280820","24.93"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1990","41","246412","16.64"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1990","45","190429","23.63"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1990","430","2153494","19.97"
"Both Sexes","All Races","Arizona","Both","10-14 yrs","1981","1998","Suicide","1991","6","273683","2.19"
"Both Sexes","All Races","Arizona","Both","15-19 yrs","1981","1998","Suicide","1991","51","257170","19.83"
"Both Sexes","All Races","Arizona","Both","20-24 yrs","1981","1998","Suicide","1991","66","286523","23.03"
"Both Sexes","All Races","Arizona","Both","25-29 yrs","1981","1998","Suicide","1991","59","317748","18.57"
"Both Sexes","All Races","Arizona","Both","30-34 yrs","1981","1998","Suicide","1991","66","329017","20.06"
"Both Sexes","All Races","Arizona","Both","35-39 yrs","1981","1998","Suicide","1991","53","292793","18.1"
"Both Sexes","All Races","Arizona","Both","40-44 yrs","1981","1998","Suicide","1991","58","263586","22"
"Both Sexes","All Races","Arizona","Both","45-49 yrs","1981","1998","Suicide","1991","58","196626","29.5"
"Both Sexes","All Races","Arizona","Both","Ages 10 to 49","1981","1998","Suicide","1991","417","2217146","18.81"
