"Notes"	"Census Region"	"Census Region Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"55-64 years"	"55-64"	29	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Sep., 2000"	"2000/09"			316	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"15-24 years"	"15-24"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"25-34 years"	"25-34"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"35-44 years"	"35-44"	87	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"45-54 years"	"45-54"	79	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"55-64 years"	"55-64"	37	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	25	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Oct., 2000"	"2000/10"			374	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"15-24 years"	"15-24"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"25-34 years"	"25-34"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"35-44 years"	"35-44"	71	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"45-54 years"	"45-54"	68	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"55-64 years"	"55-64"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Nov., 2000"	"2000/11"			337	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"15-24 years"	"15-24"	39	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"25-34 years"	"25-34"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"35-44 years"	"35-44"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"45-54 years"	"45-54"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"55-64 years"	"55-64"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	25	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"	"Dec., 2000"	"2000/12"			301	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2000"	"2000"					4171	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"15-24 years"	"15-24"	53	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"25-34 years"	"25-34"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"35-44 years"	"35-44"	70	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"45-54 years"	"45-54"	72	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"55-64 years"	"55-64"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	21	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jan., 2001"	"2001/01"			355	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"15-24 years"	"15-24"	27	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"25-34 years"	"25-34"	60	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"35-44 years"	"35-44"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"45-54 years"	"45-54"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"55-64 years"	"55-64"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	19	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Feb., 2001"	"2001/02"			289	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"15-24 years"	"15-24"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"25-34 years"	"25-34"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"35-44 years"	"35-44"	87	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"45-54 years"	"45-54"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"55-64 years"	"55-64"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"65-74 years"	"65-74"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Mar., 2001"	"2001/03"			382	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"15-24 years"	"15-24"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"25-34 years"	"25-34"	65	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"35-44 years"	"35-44"	87	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"45-54 years"	"45-54"	82	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"55-64 years"	"55-64"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"65-74 years"	"65-74"	24	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Apr., 2001"	"2001/04"			383	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"15-24 years"	"15-24"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"25-34 years"	"25-34"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"35-44 years"	"35-44"	75	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"45-54 years"	"45-54"	77	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"55-64 years"	"55-64"	50	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"May, 2001"	"2001/05"			378	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"15-24 years"	"15-24"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"25-34 years"	"25-34"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"35-44 years"	"35-44"	80	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"45-54 years"	"45-54"	67	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"55-64 years"	"55-64"	39	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"65-74 years"	"65-74"	27	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	25	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jun., 2001"	"2001/06"			361	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"15-24 years"	"15-24"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"25-34 years"	"25-34"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"35-44 years"	"35-44"	85	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"45-54 years"	"45-54"	72	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"55-64 years"	"55-64"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"65-74 years"	"65-74"	31	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Jul., 2001"	"2001/07"			373	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"15-24 years"	"15-24"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"25-34 years"	"25-34"	72	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"35-44 years"	"35-44"	98	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"45-54 years"	"45-54"	89	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"55-64 years"	"55-64"	40	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"65-74 years"	"65-74"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	25	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Aug., 2001"	"2001/08"			413	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"15-24 years"	"15-24"	53	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"25-34 years"	"25-34"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"35-44 years"	"35-44"	85	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"45-54 years"	"45-54"	66	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"55-64 years"	"55-64"	37	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"65-74 years"	"65-74"	29	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Sep., 2001"	"2001/09"			353	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"15-24 years"	"15-24"	44	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"25-34 years"	"25-34"	53	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"35-44 years"	"35-44"	79	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"45-54 years"	"45-54"	78	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"55-64 years"	"55-64"	27	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"65-74 years"	"65-74"	22	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"75-84 years"	"75-84"	30	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Oct., 2001"	"2001/10"			341	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"15-24 years"	"15-24"	40	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"25-34 years"	"25-34"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"35-44 years"	"35-44"	86	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"45-54 years"	"45-54"	61	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"55-64 years"	"55-64"	41	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"65-74 years"	"65-74"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Nov., 2001"	"2001/11"			340	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"15-24 years"	"15-24"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"25-34 years"	"25-34"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"35-44 years"	"35-44"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"45-54 years"	"45-54"	80	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"55-64 years"	"55-64"	30	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"75-84 years"	"75-84"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"85+ years"	"85+"	11	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"	"Dec., 2001"	"2001/12"			334	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2001"	"2001"					4302	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"15-24 years"	"15-24"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"25-34 years"	"25-34"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"35-44 years"	"35-44"	86	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"45-54 years"	"45-54"	79	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"55-64 years"	"55-64"	50	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"65-74 years"	"65-74"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"75-84 years"	"75-84"	18	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Jan., 2002"	"2002/01"			362	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"15-24 years"	"15-24"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"25-34 years"	"25-34"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"35-44 years"	"35-44"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"45-54 years"	"45-54"	68	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"55-64 years"	"55-64"	31	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"75-84 years"	"75-84"	22	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Feb., 2002"	"2002/02"			312	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"15-24 years"	"15-24"	39	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"25-34 years"	"25-34"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"35-44 years"	"35-44"	89	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"45-54 years"	"45-54"	76	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"55-64 years"	"55-64"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"75-84 years"	"75-84"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Mar., 2002"	"2002/03"			336	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"15-24 years"	"15-24"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"25-34 years"	"25-34"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"35-44 years"	"35-44"	76	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"45-54 years"	"45-54"	78	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"55-64 years"	"55-64"	41	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"65-74 years"	"65-74"	30	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"75-84 years"	"75-84"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"Apr., 2002"	"2002/04"			372	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"May, 2002"	"2002/05"	"15-24 years"	"15-24"	59	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"May, 2002"	"2002/05"	"25-34 years"	"25-34"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"May, 2002"	"2002/05"	"35-44 years"	"35-44"	83	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"May, 2002"	"2002/05"	"45-54 years"	"45-54"	68	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2002"	"2002"	"May, 2002"	"2002/05"	"55-64 years"	"55-64"	53	Not Applicable	Not Applicable
